knife,img,match,band,correlation
T10:E36,4,nonmatch,20-30,0.207531206418515
T10:E36,5,nonmatch,20-30,0.174724674558395
T10:E36,6,nonmatch,20-30,0.239267542210983
T10:E36,7,nonmatch,20-30,0.226647460493492
T10:E36,8,nonmatch,20-30,0.139838810617976
T10:E36,9,nonmatch,20-30,0.204036830631482
T10:E34,1,nonmatch,20-30,0.007922077240526
T10:E34,2,nonmatch,20-30,-0.019471834737775
T10:E34,3,nonmatch,20-30,0.083002708772027
T10:E34,4,nonmatch,20-30,0.226567613611866
T10:E34,5,nonmatch,20-30,0.254090417434834
T10:E34,6,nonmatch,20-30,0.079824031789101
T10:E34,7,nonmatch,20-30,0.221263545860311
T10:E34,8,nonmatch,20-30,0.121271914347331
T10:E34,9,nonmatch,20-30,0.164208010569954
T10:E28,1,nonmatch,20-30,0.034348916853312
T10:E28,2,nonmatch,20-30,0.020345219069352
T10:E28,3,nonmatch,20-30,0.048583953329475
T10:E28,4,nonmatch,20-30,-0.013884544867791
T10:E28,5,nonmatch,20-30,-0.043505594162495
T10:E28,6,nonmatch,20-30,0.042302382007403
T10:E28,7,nonmatch,20-30,0.125087570389901
T10:E28,8,nonmatch,20-30,-0.001952276060004
T10:E28,9,nonmatch,20-30,0.086555386866985
T10:E27,1,nonmatch,20-30,0.066730460613498
T10:E27,2,nonmatch,20-30,0.104913829033212
T10:E27,3,nonmatch,20-30,0.083168028366124
T10:E27,4,nonmatch,20-30,0.09360494571814
T10:E27,5,nonmatch,20-30,0.178165449580681
T10:E27,6,nonmatch,20-30,0.166898469713472
T10:E27,7,nonmatch,20-30,0.197090593840646
T10:E27,8,nonmatch,20-30,0.092636894012847
T10:E27,9,nonmatch,20-30,0.107613788548755
T10:E24,1,nonmatch,20-30,0.116103511967579
T10:E24,2,nonmatch,20-30,0.220307002854656
T10:E24,3,nonmatch,20-30,0.283890975387599
T10:E24,4,nonmatch,20-30,0.244017618717812
T10:E24,5,nonmatch,20-30,0.337213694597634
T10:E24,6,nonmatch,20-30,0.101583880105959
T10:E24,7,nonmatch,20-30,0.135077455294005
T10:E24,8,nonmatch,20-30,0.115448213947126
T10:E24,9,nonmatch,20-30,0.079306967646769
E48:E10,1,nonmatch,20-30,0.085295999217979
E48:E10,2,nonmatch,20-30,0.093929180570047
E48:E10,3,nonmatch,20-30,0.059490463303152
E48:E10,4,nonmatch,20-30,0.078067818772494
E48:E10,5,nonmatch,20-30,0.000574840282663
E48:E10,6,nonmatch,20-30,0.007272843336967
E48:E10,7,nonmatch,20-30,0.026070461517569
E48:E10,8,nonmatch,20-30,0.0292274771962
E48:E10,9,nonmatch,20-30,0.027417653144322
E48:T10,1,nonmatch,20-30,0.088401818537836
E48:T10,2,nonmatch,20-30,0.053293645141892
E48:T10,3,nonmatch,20-30,-0.075537134853535
E48:T10,4,nonmatch,20-30,0.099864450421987
E48:T10,5,nonmatch,20-30,0.015455148815042
E48:T10,6,nonmatch,20-30,0.091632154636867
E48:T10,7,nonmatch,20-30,0.131511490870383
E48:T10,8,nonmatch,20-30,0.09764339232956
E48:T10,9,nonmatch,20-30,0.11820818374114
E48:E39,1,nonmatch,20-30,-0.000709165790316
E48:E39,2,nonmatch,20-30,0.050592201257887
E48:E39,3,nonmatch,20-30,0.111159619889809
E48:E39,4,nonmatch,20-30,0.087869147026798
E48:E39,5,nonmatch,20-30,-0.056606378101004
E48:E39,6,nonmatch,20-30,0.180621246416276
E48:E39,7,nonmatch,20-30,0.168508199697674
E48:E39,8,nonmatch,20-30,0.121608933370184
E48:E39,9,nonmatch,20-30,0.222724580537044
E48:E36,1,nonmatch,20-30,0.240847632552391
E48:E36,2,nonmatch,20-30,0.145976409432178
E48:E36,3,nonmatch,20-30,0.107557057617741
E48:E36,4,nonmatch,20-30,0.090718381557764
E48:E36,5,nonmatch,20-30,0.162992068430732
E48:E36,6,nonmatch,20-30,0.029149904827786
E48:E36,7,nonmatch,20-30,0.039221787594204
E48:E36,8,nonmatch,20-30,0.029610784950412
E48:E36,9,nonmatch,20-30,0.105165283563314
E48:E34,1,nonmatch,20-30,0.080634664053383
E48:E34,2,nonmatch,20-30,0.09228244414409
E48:E34,3,nonmatch,20-30,0.135547601696269
E48:E34,4,nonmatch,20-30,0.164139800911805
E48:E34,5,nonmatch,20-30,0.152533314012747
E48:E34,6,nonmatch,20-30,0.13414618937666
E48:E34,7,nonmatch,20-30,0.187192278337478
E48:E34,8,nonmatch,20-30,0.119975979082401
E48:E34,9,nonmatch,20-30,-0.010495701420409
E48:E28,1,nonmatch,20-30,-0.05117505360175
E48:E28,2,nonmatch,20-30,0.007755453849846
E48:E28,3,nonmatch,20-30,-0.049474647854914
E48:E28,4,nonmatch,20-30,-0.050959658915133
E48:E28,5,nonmatch,20-30,-0.002171732686238
E48:E28,6,nonmatch,20-30,0.137263304603974
E48:E28,7,nonmatch,20-30,0.223638690463214
E48:E28,8,nonmatch,20-30,0.085134737547727
E48:E28,9,nonmatch,20-30,0.165997502578734
E48:E27,1,nonmatch,20-30,0.101301040136746
E48:E27,2,nonmatch,20-30,0.134441954303666
E48:E27,3,nonmatch,20-30,0.144602466851087
E48:E27,4,nonmatch,20-30,0.089077075968746
E48:E27,5,nonmatch,20-30,0.097852538911578
E48:E27,6,nonmatch,20-30,0.142049928436545
E48:E27,7,nonmatch,20-30,0.167021818666579
E48:E27,8,nonmatch,20-30,0.100398441041383
E48:E27,9,nonmatch,20-30,0.007614218378742
E48:E24,1,nonmatch,20-30,0.20604931040285
E48:E24,2,nonmatch,20-30,0.164555676822044
E48:E24,3,nonmatch,20-30,0.230212626295173
E48:E24,4,nonmatch,20-30,0.150870830802394
E48:E24,5,nonmatch,20-30,0.109249723145042
E48:E24,6,nonmatch,20-30,0.10362033778843
E48:E24,7,nonmatch,20-30,0.16490175415
E48:E24,8,nonmatch,20-30,0.074686176945567
E48:E24,9,nonmatch,20-30,-0.026274345359271
E39:E10,1,nonmatch,20-30,0.201531818778904
E39:E10,2,nonmatch,20-30,0.021608359558491
E39:E10,3,nonmatch,20-30,0.057076548786926
E39:E10,4,nonmatch,20-30,0.14974948193827
E39:E10,5,nonmatch,20-30,0.072182925920187
E39:E10,6,nonmatch,20-30,0.049134263639314
E39:E10,7,nonmatch,20-30,-0.000888331800402
E39:E10,8,nonmatch,20-30,0.053393643414163
E39:E10,9,nonmatch,20-30,0.098849235435129
E39:T10,1,nonmatch,20-30,0.114386831411468
E39:T10,2,nonmatch,20-30,0.058678780235617
E39:T10,3,nonmatch,20-30,0.075717659334207
E39:T10,4,nonmatch,20-30,0.152872147698721
E39:T10,5,nonmatch,20-30,0.055932512293804
E39:T10,6,nonmatch,20-30,0.009530243458105
E39:T10,7,nonmatch,20-30,0.057415720888561
E39:T10,8,nonmatch,20-30,0.129747330831297
E39:T10,9,nonmatch,20-30,0.149549798996249
E39:E48,1,nonmatch,20-30,0.06348412314493
E39:E48,2,nonmatch,20-30,0.142865167214797
E39:E48,3,nonmatch,20-30,0.089294528467556
E39:E48,4,nonmatch,20-30,0.001444175204592
E39:E48,5,nonmatch,20-30,-0.047779130845016
E39:E48,6,nonmatch,20-30,0.05432642745088
E39:E48,7,nonmatch,20-30,0.173380591064157
E39:E48,8,nonmatch,20-30,0.065556140052363
E39:E48,9,nonmatch,20-30,0.203087792716829
E39:E36,1,nonmatch,20-30,0.074695761355796
E39:E36,2,nonmatch,20-30,0.13993376516691
E39:E36,3,nonmatch,20-30,0.124394512215218
E39:E36,4,nonmatch,20-30,0.11141596016352
E39:E36,5,nonmatch,20-30,-0.050284675029817
E39:E36,6,nonmatch,20-30,0.005122067049362
E39:E36,7,nonmatch,20-30,0.055949917345966
E39:E36,8,nonmatch,20-30,0.052638470443293
E39:E36,9,nonmatch,20-30,-0.016020949465988
E39:E34,1,nonmatch,20-30,0.078534489538528
E39:E34,2,nonmatch,20-30,0.070661201773129
E39:E34,3,nonmatch,20-30,0.104290678511064
E39:E34,4,nonmatch,20-30,0.106045097516137
E39:E34,5,nonmatch,20-30,-0.015655274169827
E39:E34,6,nonmatch,20-30,-0.102003232097279
E39:E34,7,nonmatch,20-30,0.079966151762464
E39:E34,8,nonmatch,20-30,0.044677563725429
E39:E34,9,nonmatch,20-30,0.085041005574355
E39:E28,1,nonmatch,20-30,0.009327536331483
E39:E28,2,nonmatch,20-30,0.127309291485731
E39:E28,3,nonmatch,20-30,0.146439801933285
E39:E28,4,nonmatch,20-30,0.131800704756864
E39:E28,5,nonmatch,20-30,0.037145138333831
E39:E28,6,nonmatch,20-30,0.148292754653333
E39:E28,7,nonmatch,20-30,0.126750809812669
E39:E28,8,nonmatch,20-30,0.149119095518699
E39:E28,9,nonmatch,20-30,0.166899148258832
E39:E27,1,nonmatch,20-30,0.027056632615653
E39:E27,2,nonmatch,20-30,0.121202615990614
E39:E27,3,nonmatch,20-30,0.1496694750038
E39:E27,4,nonmatch,20-30,0.103978335046603
E39:E27,5,nonmatch,20-30,0.13493368863963
E39:E27,6,nonmatch,20-30,0.078835401035393
E39:E27,7,nonmatch,20-30,0.035950371918644
E39:E27,8,nonmatch,20-30,0.066158381134733
E39:E27,9,nonmatch,20-30,0.025663267440254
E39:E24,1,nonmatch,20-30,0.01301585552173
E39:E24,2,nonmatch,20-30,0.067174203044423
E39:E24,3,nonmatch,20-30,0.139527867474816
E39:E24,4,nonmatch,20-30,0.23538164282125
E39:E24,5,nonmatch,20-30,0.241233462843332
E39:E24,6,nonmatch,20-30,0.128770478165302
E39:E24,7,nonmatch,20-30,0.24239148538791
E39:E24,8,nonmatch,20-30,0.099114087600935
E39:E24,9,nonmatch,20-30,0.049910820763437
E36:E10,1,nonmatch,20-30,0.199819150994659
E36:E10,2,nonmatch,20-30,0.127145247373792
E36:E10,3,nonmatch,20-30,0.069757317692885
E36:E10,4,nonmatch,20-30,0.003921713158474
E36:E10,5,nonmatch,20-30,0.019945688302535
E36:E10,6,nonmatch,20-30,0.073488414816233
E36:E10,7,nonmatch,20-30,-0.058673135025506
E36:E10,8,nonmatch,20-30,0.019490165092509
E36:E10,9,nonmatch,20-30,-0.129879511053088
E36:T10,1,nonmatch,20-30,0.138604799336542
E36:T10,2,nonmatch,20-30,0.190669443872538
E36:T10,3,nonmatch,20-30,0.127849354520706
E36:T10,4,nonmatch,20-30,0.157529387765794
E36:T10,5,nonmatch,20-30,0.122943972587826
E36:T10,6,nonmatch,20-30,0.268983387173741
E36:T10,7,nonmatch,20-30,0.276314725904085
E36:T10,8,nonmatch,20-30,0.260949966527008
E36:T10,9,nonmatch,20-30,0.200983449828466
E36:E48,1,nonmatch,20-30,0.139214273096964
E36:E48,2,nonmatch,20-30,0.156786016242713
E36:E48,3,nonmatch,20-30,0.172556531341991
E36:E48,4,nonmatch,20-30,0.109615211757622
E36:E48,5,nonmatch,20-30,0.140330550422084
E36:E48,6,nonmatch,20-30,0.006359129775176
E36:E48,7,nonmatch,20-30,0.021611337450706
E36:E48,8,nonmatch,20-30,0.076171626854509
E36:E48,9,nonmatch,20-30,0.146193892797998
E36:E39,1,nonmatch,20-30,-0.011650155401842
E36:E39,2,nonmatch,20-30,0.047837462737283
E36:E39,3,nonmatch,20-30,0.018960175581877
E36:E39,4,nonmatch,20-30,0.050302596992097
E36:E39,5,nonmatch,20-30,-0.065254936782892
E36:E39,6,nonmatch,20-30,0.011015691925517
E36:E39,7,nonmatch,20-30,0.114734872203805
E36:E39,8,nonmatch,20-30,0.151474691994734
E36:E39,9,nonmatch,20-30,0.139040472451096
E36:E34,1,nonmatch,20-30,0.153832559078617
E36:E34,2,nonmatch,20-30,0.148856118725477
E36:E34,3,nonmatch,20-30,0.239784519233156
E36:E34,4,nonmatch,20-30,0.172516012205529
E36:E34,5,nonmatch,20-30,0.058496462072261
E36:E34,6,nonmatch,20-30,0.166434008723696
E36:E34,7,nonmatch,20-30,0.190439330909911
E36:E34,8,nonmatch,20-30,0.200576468094057
E36:E34,9,nonmatch,20-30,0.098910955906963
E36:E28,1,nonmatch,20-30,-0.082530723416974
E36:E28,2,nonmatch,20-30,-0.1015934514584
E36:E28,3,nonmatch,20-30,-0.002672290297938
E36:E28,4,nonmatch,20-30,0.029228326953116
E36:E28,5,nonmatch,20-30,0.000352660924139
E36:E28,6,nonmatch,20-30,0.02044795152401
E36:E28,7,nonmatch,20-30,0.082198308672628
E36:E28,8,nonmatch,20-30,0.008429217826134
E36:E28,9,nonmatch,20-30,0.054612486713887
E36:E27,1,nonmatch,20-30,0.176166143674668
E36:E27,2,nonmatch,20-30,0.262398921247291
E36:E27,3,nonmatch,20-30,0.132456453810667
E36:E27,4,nonmatch,20-30,0.207905087444333
E36:E27,5,nonmatch,20-30,0.14581048936808
E36:E27,6,nonmatch,20-30,0.203582011693726
E36:E27,7,nonmatch,20-30,0.244383842479924
E36:E27,8,nonmatch,20-30,0.262019687853176
E36:E27,9,nonmatch,20-30,0.124341416342544
E36:E24,1,nonmatch,20-30,0.113391052037872
E36:E24,2,nonmatch,20-30,0.175498051617485
E36:E24,3,nonmatch,20-30,0.201426791129397
E36:E24,4,nonmatch,20-30,0.019732115310811
E36:E24,5,nonmatch,20-30,0.06032499870089
E36:E24,6,nonmatch,20-30,0.109079499778489
E36:E24,7,nonmatch,20-30,0.17808813448401
E36:E24,8,nonmatch,20-30,0.103956336161552
E36:E24,9,nonmatch,20-30,0.020690202582339
E34:E10,1,nonmatch,20-30,0.06249527217887
E34:E10,2,nonmatch,20-30,0.133628428878371
E34:E10,3,nonmatch,20-30,0.07392700223399
E34:E10,4,nonmatch,20-30,0.029506508345038
E34:E10,5,nonmatch,20-30,0.150131160678108
E34:E10,6,nonmatch,20-30,0.105166491059537
E34:E10,7,nonmatch,20-30,0.037845490484601
E34:E10,8,nonmatch,20-30,0.032542668793033
E34:E10,9,nonmatch,20-30,0.088927327270663
E34:T10,1,nonmatch,20-30,0.03151777271671
E34:T10,2,nonmatch,20-30,0.042392193555546
E34:T10,3,nonmatch,20-30,0.124762489728319
E34:T10,4,nonmatch,20-30,0.174198637437713
E34:T10,5,nonmatch,20-30,0.213162033630457
E34:T10,6,nonmatch,20-30,0.172087161138404
E34:T10,7,nonmatch,20-30,0.150060570217568
E34:T10,8,nonmatch,20-30,0.179709971031979
E34:T10,9,nonmatch,20-30,0.049538221187409
E34:E48,1,nonmatch,20-30,0.032857457783586
E34:E48,2,nonmatch,20-30,0.126575378391831
E34:E48,3,nonmatch,20-30,0.12836787247237
E34:E48,4,nonmatch,20-30,0.054406709977663
E34:E48,5,nonmatch,20-30,0.171958902179586
E34:E48,6,nonmatch,20-30,0.140226213413867
E34:E48,7,nonmatch,20-30,0.154163001078258
E34:E48,8,nonmatch,20-30,0.087918196966016
E34:E48,9,nonmatch,20-30,0.03184757483076
E34:E39,1,nonmatch,20-30,0.110573466558474
E34:E39,2,nonmatch,20-30,0.089509175638707
E34:E39,3,nonmatch,20-30,0.214986554238162
E34:E39,4,nonmatch,20-30,0.112761510550031
E34:E39,5,nonmatch,20-30,-0.073664217217273
E34:E39,6,nonmatch,20-30,-0.108594196051688
E34:E39,7,nonmatch,20-30,0.109953727441574
E34:E39,8,nonmatch,20-30,0.066444546249537
E34:E39,9,nonmatch,20-30,0.153779917872921
E34:E36,1,nonmatch,20-30,0.229142192129515
E34:E36,2,nonmatch,20-30,0.24751951664863
E34:E36,3,nonmatch,20-30,0.244534841199079
E34:E36,4,nonmatch,20-30,0.229330207530652
E34:E36,5,nonmatch,20-30,0.112972906547176
E34:E36,6,nonmatch,20-30,0.183809364284895
E34:E36,7,nonmatch,20-30,0.10689928395086
E34:E36,8,nonmatch,20-30,0.133151932762666
E34:E36,9,nonmatch,20-30,0.114610294158858
E34:E28,1,nonmatch,20-30,0.025510925765549
E34:E28,2,nonmatch,20-30,0.01851933480759
E34:E28,3,nonmatch,20-30,-0.078367989951787
E34:E28,4,nonmatch,20-30,-0.06501047534584
E34:E28,5,nonmatch,20-30,-0.055542078371398
E34:E28,6,nonmatch,20-30,0.019684319399188
E34:E28,7,nonmatch,20-30,0.032207258082472
E34:E28,8,nonmatch,20-30,0.073276973363361
E34:E28,9,nonmatch,20-30,0.172293954563678
E34:E27,1,nonmatch,20-30,-0.025248565233473
E34:E27,2,nonmatch,20-30,0.11085161843884
E34:E27,3,nonmatch,20-30,0.125378847674855
E34:E27,4,nonmatch,20-30,0.031348239857405
E34:E27,5,nonmatch,20-30,0.079402730098278
E34:E27,6,nonmatch,20-30,0.059988270172865
E34:E27,7,nonmatch,20-30,0.022871330483133
E34:E27,8,nonmatch,20-30,0.130079042215599
E34:E27,9,nonmatch,20-30,0.180297071000665
E34:E24,1,nonmatch,20-30,0.088021294129025
E34:E24,2,nonmatch,20-30,0.048151443011141
E34:E24,3,nonmatch,20-30,0.00218158706726
E34:E24,4,nonmatch,20-30,0.081620479726899
E34:E24,5,nonmatch,20-30,0.082886595385221
E34:E24,6,nonmatch,20-30,0.113676201313777
E34:E24,7,nonmatch,20-30,0.0485716285563
E34:E24,8,nonmatch,20-30,0.045842584922164
E34:E24,9,nonmatch,20-30,-0.037952671023369
E28:E10,1,nonmatch,20-30,0.181404678685481
E28:E10,2,nonmatch,20-30,0.22318815382253
E28:E10,3,nonmatch,20-30,0.083315808235862
E28:E10,4,nonmatch,20-30,0.049812101402903
E28:E10,5,nonmatch,20-30,0.052928296066737
E28:E10,6,nonmatch,20-30,0.052424321287301
E28:E10,7,nonmatch,20-30,0.021566824675772
E28:E10,8,nonmatch,20-30,-0.008903929194848
E28:E10,9,nonmatch,20-30,-0.001650204647758
E28:T10,1,nonmatch,20-30,0.110457351034864
E28:T10,2,nonmatch,20-30,0.001158478595762
E28:T10,3,nonmatch,20-30,-0.080052143622902
E28:T10,4,nonmatch,20-30,0.009367844379793
E28:T10,5,nonmatch,20-30,-0.075571096490701
E28:T10,6,nonmatch,20-30,0.000117743057265
E28:T10,7,nonmatch,20-30,0.074606300317326
E28:T10,8,nonmatch,20-30,0.049369727254394
E28:T10,9,nonmatch,20-30,0.035441680677583
E28:E48,1,nonmatch,20-30,0.094291058067716
E28:E48,2,nonmatch,20-30,-0.050271225666458
E28:E48,3,nonmatch,20-30,-0.081042227927082
E28:E48,4,nonmatch,20-30,-0.0367939919899
E28:E48,5,nonmatch,20-30,0.015728201474029
E28:E48,6,nonmatch,20-30,0.163572549847546
E28:E48,7,nonmatch,20-30,0.141669308703487
E28:E48,8,nonmatch,20-30,0.136583888911061
E28:E48,9,nonmatch,20-30,0.182783112233184
E28:E39,1,nonmatch,20-30,-0.013966988940698
E28:E39,2,nonmatch,20-30,0.083823177512218
E28:E39,3,nonmatch,20-30,0.113542789916913
E28:E39,4,nonmatch,20-30,0.091394858075628
E28:E39,5,nonmatch,20-30,-0.000848829826155
E28:E39,6,nonmatch,20-30,0.056794226420283
E28:E39,7,nonmatch,20-30,0.212982864076497
E28:E39,8,nonmatch,20-30,0.106257937357125
E28:E39,9,nonmatch,20-30,0.221954610715816
E28:E36,1,nonmatch,20-30,-0.081354989746065
E28:E36,2,nonmatch,20-30,-0.013128138223804
E28:E36,3,nonmatch,20-30,-0.024672570787554
E28:E36,4,nonmatch,20-30,-0.039342424270701
E28:E36,5,nonmatch,20-30,-0.055452487785436
E28:E36,6,nonmatch,20-30,-0.061613952463487
E28:E36,7,nonmatch,20-30,0.010796196178429
E28:E36,8,nonmatch,20-30,0.055001327405381
E28:E36,9,nonmatch,20-30,0.056545717286981
E28:E34,1,nonmatch,20-30,0.053997099687775
E28:E34,2,nonmatch,20-30,-0.05071043505581
E28:E34,3,nonmatch,20-30,-0.071337534869496
E28:E34,4,nonmatch,20-30,-0.053015090718836
E28:E34,5,nonmatch,20-30,-0.033471993310289
E28:E34,6,nonmatch,20-30,0.035966794655764
E28:E34,7,nonmatch,20-30,0.120231391987692
E28:E34,8,nonmatch,20-30,0.074419852541938
E28:E34,9,nonmatch,20-30,0.061804692040596
E28:E27,1,nonmatch,20-30,-0.024234338314531
E28:E27,2,nonmatch,20-30,-0.019470356422059
E28:E27,3,nonmatch,20-30,-0.007849828260397
E28:E27,4,nonmatch,20-30,0.080569039667505
E28:E27,5,nonmatch,20-30,0.069644956277928
E28:E27,6,nonmatch,20-30,0.017575446899311
E28:E27,7,nonmatch,20-30,0.108308815537224
E28:E27,8,nonmatch,20-30,0.031591052919077
E28:E27,9,nonmatch,20-30,0.063248535569723
E28:E24,1,nonmatch,20-30,0.008662819493114
E28:E24,2,nonmatch,20-30,-0.047609490719935
E28:E24,3,nonmatch,20-30,0.173161772212518
E28:E24,4,nonmatch,20-30,0.057308356786244
E28:E24,5,nonmatch,20-30,0.142290567789343
E28:E24,6,nonmatch,20-30,0.223038139863234
E28:E24,7,nonmatch,20-30,0.223287448859468
E28:E24,8,nonmatch,20-30,0.051112744262402
E28:E24,9,nonmatch,20-30,0.042088988365395
E27:E10,1,nonmatch,20-30,0.145046640520945
E27:E10,2,nonmatch,20-30,0.015360602924261
E27:E10,3,nonmatch,20-30,0.026006268290291
E27:E10,4,nonmatch,20-30,0.014866157460445
E27:E10,5,nonmatch,20-30,0.110234768882288
E27:E10,6,nonmatch,20-30,-0.022661989453679
E27:E10,7,nonmatch,20-30,0.065720877001122
E27:E10,8,nonmatch,20-30,0.046072324668677
E27:E10,9,nonmatch,20-30,0.034082247288755
E27:T10,1,nonmatch,20-30,0.15912088736522
E27:T10,2,nonmatch,20-30,0.176634768114147
E27:T10,3,nonmatch,20-30,0.134692744338393
E27:T10,4,nonmatch,20-30,0.157585421138903
E27:T10,5,nonmatch,20-30,0.212508357457539
E27:T10,6,nonmatch,20-30,0.255015399199381
E27:T10,7,nonmatch,20-30,0.136422240318135
E27:T10,8,nonmatch,20-30,0.102638516625329
E27:T10,9,nonmatch,20-30,0.139107418103299
E27:E48,1,nonmatch,20-30,0.162954410055775
E27:E48,2,nonmatch,20-30,0.136640313016681
E27:E48,3,nonmatch,20-30,0.1310777451181
E27:E48,4,nonmatch,20-30,0.13866221351555
E27:E48,5,nonmatch,20-30,0.084486103802327
E27:E48,6,nonmatch,20-30,0.224834026834796
E27:E48,7,nonmatch,20-30,0.217248848078417
E27:E48,8,nonmatch,20-30,0.178340438757433
E27:E48,9,nonmatch,20-30,0.113701945076039
E27:E39,1,nonmatch,20-30,-0.000342387457944
E27:E39,2,nonmatch,20-30,0.123744848320403
E27:E39,3,nonmatch,20-30,0.135336840074644
E27:E39,4,nonmatch,20-30,0.122454426392643
E27:E39,5,nonmatch,20-30,0.089730004530927
E27:E39,6,nonmatch,20-30,0.0575898329278
E27:E39,7,nonmatch,20-30,0.018684307526321
E27:E39,8,nonmatch,20-30,0.12101377793662
E27:E39,9,nonmatch,20-30,0.135780961697627
E27:E36,1,nonmatch,20-30,0.264385598094776
E27:E36,2,nonmatch,20-30,0.300619804028391
E27:E36,3,nonmatch,20-30,0.217646613874909
E27:E36,4,nonmatch,20-30,0.234293761988879
E27:E36,5,nonmatch,20-30,0.100360758529018
E27:E36,6,nonmatch,20-30,0.30593390829383
E27:E36,7,nonmatch,20-30,0.207918383237543
E27:E36,8,nonmatch,20-30,0.235643516991387
E27:E36,9,nonmatch,20-30,0.214341427857454
E27:E34,1,nonmatch,20-30,0.083514274591265
E27:E34,2,nonmatch,20-30,0.162224312666918
E27:E34,3,nonmatch,20-30,0.124054369829446
E27:E34,4,nonmatch,20-30,0.027952684799345
E27:E34,5,nonmatch,20-30,0.237009561429968
E27:E34,6,nonmatch,20-30,0.194898361600267
E27:E34,7,nonmatch,20-30,0.206271748511032
E27:E34,8,nonmatch,20-30,0.162792135082201
E27:E34,9,nonmatch,20-30,0.181016325163747
E27:E28,1,nonmatch,20-30,0.125388511960297
E27:E28,2,nonmatch,20-30,0.050659597089228
E27:E28,3,nonmatch,20-30,0.035868890024373
E27:E28,4,nonmatch,20-30,0.104212373503683
E27:E28,5,nonmatch,20-30,0.089434191784614
E27:E28,6,nonmatch,20-30,0.12756535533745
E27:E28,7,nonmatch,20-30,0.067803839603069
E27:E28,8,nonmatch,20-30,0.073962258488391
E27:E28,9,nonmatch,20-30,0.202645322034583
E27:E24,1,nonmatch,20-30,0.161832872484591
E27:E24,2,nonmatch,20-30,0.171507926810018
E27:E24,3,nonmatch,20-30,0.223338019578896
E27:E24,4,nonmatch,20-30,0.211812733234672
E27:E24,5,nonmatch,20-30,0.179888667276433
E27:E24,6,nonmatch,20-30,0.11343519889254
E27:E24,7,nonmatch,20-30,0.074104384853256
E27:E24,8,nonmatch,20-30,-0.119887971154363
E27:E24,9,nonmatch,20-30,0.054904090203443
E24:E10,1,nonmatch,20-30,0.165838917744562
E24:E10,2,nonmatch,20-30,0.071247408542458
E24:E10,3,nonmatch,20-30,0.109533353164081
E24:E10,4,nonmatch,20-30,0.140454334976988
E24:E10,5,nonmatch,20-30,0.12715774119774
E24:E10,6,nonmatch,20-30,0.030940549781374
E24:E10,7,nonmatch,20-30,0.20740228371351
E24:E10,8,nonmatch,20-30,0.152739297045788
E24:E10,9,nonmatch,20-30,0.159224012797133
E24:T10,1,nonmatch,20-30,0.112995059851028
E24:T10,2,nonmatch,20-30,0.156903643989655
E24:T10,3,nonmatch,20-30,0.07426219569152
E24:T10,4,nonmatch,20-30,-0.003017882343983
E24:T10,5,nonmatch,20-30,0.117934497553656
E24:T10,6,nonmatch,20-30,0.12083680456223
E24:T10,7,nonmatch,20-30,0.07359473782544
E24:T10,8,nonmatch,20-30,0.098256792003313
E24:T10,9,nonmatch,20-30,0.06548104577779
E24:E48,1,nonmatch,20-30,0.217296211409065
E24:E48,2,nonmatch,20-30,0.17352871112768
E24:E48,3,nonmatch,20-30,0.211034109130396
E24:E48,4,nonmatch,20-30,0.070048655954611
E24:E48,5,nonmatch,20-30,0.187224957380939
E24:E48,6,nonmatch,20-30,0.046416215609114
E24:E48,7,nonmatch,20-30,0.092743722399907
E24:E48,8,nonmatch,20-30,-0.001754891726006
E24:E48,9,nonmatch,20-30,0.033644171550574
E24:E39,1,nonmatch,20-30,-0.030869300421249
E24:E39,2,nonmatch,20-30,0.075817869749236
E24:E39,3,nonmatch,20-30,0.143139861439592
E24:E39,4,nonmatch,20-30,0.174966035897363
E24:E39,5,nonmatch,20-30,0.125917883798313
E24:E39,6,nonmatch,20-30,0.113957174089451
E24:E39,7,nonmatch,20-30,0.16115562369803
E24:E39,8,nonmatch,20-30,0.071025916554565
E24:E39,9,nonmatch,20-30,0.162599058854891
E24:E36,1,nonmatch,20-30,0.137195727962469
E24:E36,2,nonmatch,20-30,0.176496344243547
E24:E36,3,nonmatch,20-30,0.173498511579248
E24:E36,4,nonmatch,20-30,0.197042048215001
E24:E36,5,nonmatch,20-30,0.030502617788052
E24:E36,6,nonmatch,20-30,-0.028522774106365
E24:E36,7,nonmatch,20-30,-0.007118310673799
E24:E36,8,nonmatch,20-30,0.047876112848156
E24:E36,9,nonmatch,20-30,0.065614039645548
E24:E34,1,nonmatch,20-30,0.126957464257919
E24:E34,2,nonmatch,20-30,0.078688713909777
E24:E34,3,nonmatch,20-30,0.128335804012284
E24:E34,4,nonmatch,20-30,0.142036269758742
E24:E34,5,nonmatch,20-30,0.179004148076359
E24:E34,6,nonmatch,20-30,0.120496829751275
E24:E34,7,nonmatch,20-30,0.145549945438382
E24:E34,8,nonmatch,20-30,0.070474456384171
E24:E34,9,nonmatch,20-30,0.101076698193658
E24:E28,1,nonmatch,20-30,-0.049886406839664
E24:E28,2,nonmatch,20-30,-0.081677315060354
E24:E28,3,nonmatch,20-30,-0.037519698992088
E24:E28,4,nonmatch,20-30,-0.047986037946274
E24:E28,5,nonmatch,20-30,0.186693400444294
E24:E28,6,nonmatch,20-30,0.225031088889467
E24:E28,7,nonmatch,20-30,0.196132722738697
